,Name,Model_Projection_Fantasy_Points,Actual_Fantasy_Points,ADP
6352,Cole Sulser,19.426679585029213,62.0,
6609,Nick Wittgren,19.321357942901628,-6.900000000000006,
6610,Luke Bard,19.238507907860793,0.10000000000000142,
6611,Anthony Misiewicz,19.20407245530722,15.200000000000003,
6612,Erick Fedde,19.190311718746315,-17.0,984.0
6613,Fernando Cruz,19.16628865014483,7.100000000000001,
6806,Ralph Garza,19.123120949384507,-33.900000000000006,
6807,Jose De Leon,19.112021235716377,-38.0,
6808,Ryan Buchter,19.07732652078348,-26.9,
6873,Tyler Cyr,18.996633136186993,8.100000000000001,
6874,James Kaprielian,18.996633136186993,8.100000000000001,496.0
6939,Bryan Baker,18.819012792198144,32.0,814.0
6940,Edgar Santana,18.75678410872321,4.200000000000003,
6941,Jandel Gustave,18.642619717934863,-8.899999999999999,
6942,Domingo Acevedo,18.5171221317906,60.2,427.6
6943,Kyle Nelson,18.367734398566377,-3.8999999999999986,845.5
6944,James Hoyt,18.210337376118254,12.200000000000003,
6945,Darwinzon Hernandez,18.155443896321614,-14.0,
6946,Carlos Estevez,18.11798845620745,49.19999999999999,315.4
7011,Dany Jimenez,18.042094204440005,55.2,549.3
7012,Ben Bowden,18.041235436143808,-37.8,
7269,Josh Tomlin,17.984537874902124,-33.8,
7334,Daniel Norris,17.90241682948823,-30.80000000000001,
7335,Jesse Hahn,17.86922495395786,39.2,
7400,T.J. Zeuch,17.81195845394126,-20.9,
7401,Wily Peralta,17.746718435161924,-0.7999999999999972,
7594,Jimmie Sherfy,17.69593150088683,-3.0,
7595,Taylor Clarke,17.656166783156877,8.200000000000003,
7596,Ryan Weathers,17.640474855844992,13.100000000000001,
7597,Shun Yamaguchi,17.607749604593167,-44.8,
7598,Cameron Hill,17.55907903875225,9.100000000000001,
7599,Rex Brothers,17.31058616390652,7.099999999999994,
7600,Brandon Kintzler,17.289892492782613,14.0,
7601,Daniel Castano,17.205066790300393,4.100000000000001,
7602,Emmanuel Clase,17.131068854464438,459.1,38.8
7603,Kodi Whitley,17.116959228437715,16.200000000000003,
7604,JC Mejia,17.10447662773589,-7.9,
7605,Luke Jackson,17.068859562862237,46.0,
7606,Gio Gonzalez,17.067685198847826,-17.9,
7607,Andrew Bellatti,16.975383143033483,39.2,
7608,Dennis Santana,16.79821613065738,-44.900000000000006,
7609,Anthony Bender,16.775665295931177,87.19999999999999,
7610,Erich Uelmen,16.621359436730188,-11.0,
7611,Manny Banuelos,16.600886429539813,3.0,
7612,Garrett Crochet,16.57911954206697,44.099999999999994,773.5
7613,Nick Anderson,16.53595345141806,74.1,
7742,Adrian Houser,16.32907785530179,8.0,676.0
7743,Caleb Ferguson,16.311726322984732,51.099999999999994,"1,006.0"
7744,Triston McKenzie,16.277852795482993,3.1999999999999993,88.8
7745,Jason Adam,16.183742829410534,150.2,295.8
7746,Phil Bickford,16.09299531879713,42.099999999999994,
7747,Elieser Hernandez,16.08272295374325,-19.8,561.5
7748,Joe Barlow,16.080730352688747,132.0,449.8
7749,Reyes Moronta,16.06866574228883,12.200000000000003,776.0
7750,J.B. Bukauskas,15.969523325243534,-28.9,
7751,Luis Frias,15.950479358953062,-44.9,
7752,Miguel Yajure,15.871063372536748,-53.0,
7753,Steven Matz,15.708382551844261,8.1,362.7
7754,Johan Oviedo,15.596104889998708,16.0,564.0
7755,Dellin Betances,15.583191430929643,-19.8,
7756,Shawn Armstrong,15.424468605894356,-17.0,
7757,Jorge Alcala,15.275657144066793,35.0,745.0
7758,Drew Rasmussen,15.26304222659929,-1.9000000000000057,169.4
7759,Paul Campbell,15.19086102902203,-19.0,
7760,Hunter Strickland,15.106016365891241,4.099999999999994,
7761,Tommy Hunter,15.106016365891241,4.099999999999994,
7762,Mitch White,14.962122288465428,-2.0,828.5
7763,Aaron Ashby,14.801000342452829,19.099999999999994,266.8
7764,Jose Urena,14.787598606946771,-16.9,
7765,Matt Wisler,14.691572345851847,78.19999999999999,873.5
7766,Chasen Shreve,14.69019321438825,8.200000000000003,
7767,Wander Suero,14.689240492683885,-15.900000000000006,
7768,Conner Menez,14.622240280521437,4.100000000000001,
7769,Jake Bird,14.542096858956723,-29.799999999999997,
7770,Richard Lovelady,14.512285098712196,18.200000000000003,
7771,Logan Allen,14.457354604922864,-15.899999999999999,
7964,Mike Baumann,14.35892216894552,-35.0,909.5
7965,Tyler Anderson,14.351472226415689,7.199999999999999,214.2
7966,Tommy Kahnle,14.341185837315999,18.2,696.5
7967,Max Castillo,14.301430327485084,3.1000000000000014,958.0
7968,Andrew Wantz,14.21218129635705,18.200000000000003,
7969,Reiss Knehr,14.1492775944777,-5.800000000000001,
8162,Luis Oviedo,14.141051806281444,-40.8,
8163,Connor Overton,14.100969202145981,1.0,
8164,Zach Jackson,14.071932186347452,82.0,656.5
8165,Zack Britton,14.012032508400187,48.0,
8166,Yennier Cano,13.966741937013664,-50.0,
8167,Matt Barnes,13.92048200761972,202.10000000000002,483.3
8168,Alberto Baldonado,13.901210113347537,-14.8,
8169,Thomas Eshelman,13.885896979134381,-7.800000000000001,
8170,Mark Leiter Jr.,13.786231854655318,36.099999999999994,
8171,Brett de Geus,13.766950102491565,-82.0,
8364,DL Hall,13.7385734212564,7.0,438.5
8365,Eduard Bazardo,13.707693553812307,4.100000000000001,
8366,Josh James,13.668743015781681,0.10000000000000142,
8367,Nick Nelson,13.666898829707437,-55.0,
8368,Andrew Nardi,13.597850511880173,-30.799999999999997,
8561,Calvin Faucher,13.38400587768526,-16.9,
8562,Huascar Brazoban,13.310044831879468,8.0,
8563,Marcos Diplan,13.236030370910397,-4.799999999999997,
8564,Drew Pomeranz,13.13747876020029,106.1,
8565,Tyler Chatwood,13.115734606551092,-1.0,
8566,Peter Strzelecki,13.054138387174165,22.0,
8759,Kyle Tyler,12.967812994054965,-0.8999999999999986,
8760,Taylor Hearn,12.937161457498062,5.199999999999989,
8761,Jimmy Herget,12.896851046903732,67.1,374.2
8762,Cody Reed,12.770612003106459,-12.8,
8955,Patrick Sandoval,12.709915666515004,9.2,204.2
8956,Chad Kuhl,12.668826514618656,-6.899999999999999,"1,031.0"
8957,Edwin Diaz,12.640951791052084,522.1,35.8
8958,Nick Vincent,12.629947701936212,10.0,
8959,Eric Yardley,12.599136244777833,-32.0,
8960,Jake Reed,12.5528503709526,-16.8,
8961,Colten Brewer,12.506582457390879,-15.9,
8962,Shane Greene,12.464413822894775,-8.899999999999999,
8963,Bruce Zimmermann,12.463589511988589,3.1999999999999993,
8964,Tanner Banks,12.423074904142434,11.0,
8965,Oliver Drake,12.403643500019347,-3.0,
9158,Michael Kopech,12.326101839084908,43.099999999999994,273.2
9159,Jorge Lopez,12.216005625583465,110.0,251.0
9160,Will Vest,12.122576116789977,-27.900000000000006,
9353,Brad Wieck,12.03111928817289,24.0,
9354,JP Sears,11.867061515909532,9.100000000000001,434.0
9355,Stephen Nogosek,11.747455136597035,2.0,
9356,Matt Strahm,11.734312728595365,25.200000000000003,824.5
9357,Tejay Antone,11.544950509435681,81.2,683.0
9358,Mason Thompson,11.537183954980533,-18.9,
9359,Michael Rucker,11.494638654567199,-28.0,
9360,J.D. Hammer,11.494441210528477,-14.0,
9361,Ryan Sherriff,11.422623799192598,2.1000000000000014,
9362,John Gant,11.419384311327233,17.1,
9363,Jalen Beeks,11.37850050619449,48.2,784.5
9364,Davis Martin,11.292368550145214,0.0,768.0
9365,Trevor Rosenthal,11.278975765717233,88.2,
9366,Sean Poppen,11.259163917219317,-25.0,
9367,John Schreiber,11.204349958192536,104.19999999999999,404.0
9368,Anderson Espinoza,11.183146900799928,-22.9,
9369,Keone Kela,11.143406143572944,-3.8000000000000007,
9370,Felix Pena,11.067477900984324,-4.899999999999999,
9371,Trevor Kelley,11.023011139006224,-25.0,
9372,Justin Bruihl,10.985229930030405,-5.799999999999997,
9373,Tyler Beede,10.948180057401059,-37.9,
9374,Seth Martinez,10.876424902871024,9.200000000000003,
9375,Jimmy Nelson,10.874714631221574,37.1,
9376,Zach Thompson,10.783580013504325,-19.8,999.5
9377,Dinelson Lamet,10.580112819294408,-19.0,640.5
9378,Josh Rogers,10.579935622593338,-8.9,
9379,Andre Jackson,10.416408827926405,11.100000000000001,
9380,Sam Moll,10.33145878190692,30.200000000000003,
9381,Tyler Clippard,10.305034370436081,37.099999999999994,
9382,Joey Gerber,10.003350355622866,-4.800000000000001,
9383,Derek Holland,9.96610441832445,-19.9,
9384,Chris Devenski,9.867821050612141,-47.8,
9385,Ashton Goudeau,9.771990448818487,-62.0,
9386,Zach Eflin,9.721104303661496,18.1,340.8
9387,Jesse Biddle,9.70987388709291,-18.9,
9388,Keynan Middleton,9.706509079252124,-7.0,
9389,Ross Detwiler,9.705078059266496,8.200000000000003,
9390,Joel Payamps,9.64372199735199,-38.8,
9391,Hunter Harvey,9.641626920192854,29.200000000000003,648.5
9392,David Hess,9.604580192130287,-40.0,
9393,Eric Lauer,9.593917371472978,0.10000000000000142,347.4
9394,Matthew Festa,9.522541401438994,30.0,
9395,Nick Martinez,9.4869462556207,68.0,381.5
9396,Keury Mella,9.362692130427506,-11.8,
9397,Nick Ramirez,9.27973851320789,-27.0,
9398,Kris Bubic,8.992215470929628,-4.899999999999999,654.5
9399,Anthony Banda,8.985518973891113,-59.0,
9400,Luke Farrell,8.968503282332138,-17.799999999999997,
9401,Daniel Ponce de Leon,8.828556961221677,-15.899999999999999,
9402,Ty Buttrey,8.771114565127226,-4.899999999999999,
9595,Chris Mazza,8.740080442064103,-27.9,
9596,Jared Hughes,8.67580276729854,-20.9,
9597,Dan Winkler,8.645237570735757,-28.0,
9598,Kent Emanuel,8.618192709881557,7.199999999999999,
9791,Jesus Luzardo,8.443172241418702,-27.8,139.2
9792,Ron Marinaccio,8.41637629500521,42.0,712.0
9793,Nick Mears,8.413378381153239,-15.899999999999999,
9794,Tony Gonsolin,8.350023257793525,-11.9,131.8
9795,Kirby Yates,8.349314373415302,-2.9000000000000004,
9796,Shelby Miller,8.278303162667205,-31.799999999999997,823.0
9797,Junior Fernandez,8.265928194186083,-46.9,
9798,A.J. Puk,8.200962331542298,45.2,410.8
9799,Kaleb Ort,8.181081223754182,-34.8,
9800,Taylor Williams,8.114856329009678,11.100000000000001,
9801,Andres Machado,8.093141939975277,-9.0,
9802,Kyle Ryan,7.781273955636815,-15.0,
9803,Jhonathan Diaz,7.77113665576301,5.0,
9804,Jaime Barria,7.764065251930491,-1.0,
9805,Sammy Long,7.749843058356804,-27.9,
9806,Adam Morgan,7.741279765193211,5.100000000000001,
9807,Wes Benjamin,7.735501788556265,-34.0,
9808,Tyler Duffey,7.69914475448366,100.1,
9809,Vince Velasquez,7.685832230345655,-5.899999999999999,578.0
9810,Matt Magill,7.683322391757676,-7.9,
9811,Seth Elledge,7.681854293200436,-14.899999999999999,
9812,Josh A. Smith,7.680803567319169,-34.9,
9813,Taylor Rogers,7.666561254474528,252.2,298.4
9814,Lucas Luetge,7.646770360483826,55.19999999999999,
9815,Spencer Patton,7.640437899115581,31.099999999999994,
9816,Oliver Ortega,7.561241996159184,-10.899999999999999,
10009,Brandon Waddell,7.358986435696229,-23.8,
10010,Adam Plutko,7.342814544607927,-48.0,
10011,Phillips Valdez,7.338661192044155,-45.8,
10012,Zack Kelly,7.337871551394384,-1.8000000000000007,
10013,Walker Lockett,7.33211080587388,-6.9,
10014,Jimmy Lambert,7.293381692605605,9.200000000000003,
10015,Tommy Milone,7.2645586356693865,-23.9,
10016,Louis Head,7.24515543173383,-9.799999999999997,
10017,Jordan Lyles,7.205766457584984,-7.0,490.5
10018,Sam Hentges,7.145535426445031,51.19999999999999,825.5
10019,Emilio Pagan,7.119375215396657,82.1,821.0
10212,Dusten Knight,7.0827970130755755,-25.8,
10213,Dillon Tate,7.036864316233691,41.0,597.7
10214,Joel Kuhnel,7.0122058410552714,-43.0,
10215,Robert Stock,6.871863534739665,-14.9,
10216,Brandon Workman,6.827236087922747,-21.799999999999997,
10217,Rico Garcia,6.794062355603069,-18.0,
10218,Tommy Nance,6.781879379032526,-30.900000000000006,
10219,Tyler Webb,6.575014981082683,-41.0,
10220,Tyler Zuber,6.559249315464628,-33.9,
10221,Cristopher Sanchez,6.430273521497499,-28.0,
10222,Ryan Weber,6.371464422805685,-2.8999999999999986,
10223,Alec Mills,6.287290430178638,-52.9,
10224,Oliver Perez,6.15482321660704,-7.800000000000001,
10225,Rony Garcia,6.131928218469534,-14.799999999999997,"1,023.0"
10226,Jeff Hoffman,5.9911032304533745,-43.900000000000006,
10227,Matt Andriese,5.886728481442857,-7.799999999999997,
10228,Brandon Hughes,5.885633412124703,66.2,375.6
10229,Hector Rondon,5.847288603478278,-13.0,
10230,Ervin Santana,5.844594029304419,-31.9,
